date	CPU	Mem	Network
10490112092013	14.3	4.63278211904014	0.133
10500112092013	0	4.63579533456246	0.265
10510112092013	0	4.64471249269356	0.148
10520112092013	0	4.63464394326532	0.158
10530212092013	0	4.62584927357008	0.382
10540112092013	14.3	4.63672624667505	0.171
10550112092013	14.3	4.63334556584513	0.353
10560112092013	0	4.63363953809121	0.207
10570112092013	14.3	4.63062632256889	0.235
10580112092013	16.7	4.63290460747601	0.177
10590112092013	0	4.63390901265012	0.127
11000112092013	0	4.63172871849169	0.19
11010112092013	0	4.67533460166026	0.484
11020112092013	14.3	4.63285561210166	0.171
11030112092013	0	4.63305159359905	0.159
11040212092013	25	4.62447740308837	0.119
11050112092013	0	4.63466844095249	0.095
11060112092013	0	4.63175321617886	0.068
11070112092013	14.3	4.6341049941475	0.093
11080112092013	16.7	4.63099378787649	0.075
11090112092013	14.3	4.63131225780974	0.133
11100112092013	14.3	4.62913196365131	0.114
11110112092013	0	4.60972979541002	0.139
11120112092013	14.3	4.60867639486156	0.072
11130112092013	0	4.65566295886005	0.474
11140112092013	0	4.61923489803328	0.211
11150112092013	14.3	4.62075375463802	0.147
11160112092013	16.7	4.61945537721784	0.103
11170112092013	14.3	4.62053327545346	0.112
11180112092013	14.3	4.62141519219171	0.077
11190112092013	14.3	4.61881843735133	0.16
11200112092013	0	4.61911240959741	0.095
11210112092013	16.7	4.62094973613541	0.218
11220112092013	14.3	4.61308597855276	0.108
11230112092013	0	4.61462933284469	0.22
11240112092013	14.3	4.61783852986439	0.092
11250112092013	0	4.61649115706986	0.101
11260112092013	0	4.62244409505299	0.023
11270112092013	16.7	4.61609919407509	0.202
11280112092013	0	4.61849996741808	0.155
11290112092013	42.9	4.71161567636399	0.3
11300112092013	28.6	4.61803451136178	0.116
11310112092013	0	4.61624618019813	0.111
11320112092013	0	4.61889193041285	0.184
11330112092013	14.3	4.62011681477152	0.096
11340212092013	0	4.61935738646914	0.089
11350112092013	14.3	4.62048428007912	0.118
11360112092013	0	4.61543775652141	0.071
11370112092013	14.3	4.63199819305059	0.14
11380112092013	0	4.63062632256889	0.078
11390112092013	14.3	4.63163072774299	0.111
11400112092013	0	4.63283111441449	0.133
11410112092013	42.9	4.64654981923157	0.176
11420112092013	16.7	4.63050383413302	0.246
11430112092013	42.9	4.62949942895891	0.133
11440112092013	0	4.63290460747601	0.096
11450112092013	0	4.6311652716867	0.095
11460212092013	0	4.62976890351782	0.177
11470112092013	0	4.6319002023019	0.104
11480112092013	0	4.63275762135297	0.11
11490112092013	0	4.63038134569715	0.135
11500112092013	25	4.63207168611211	0.133
11510112092013	14.3	4.63136125318409	0.132
11520112092013	0	4.62832353997459	0.202
11530112092013	33.4	4.64767671284154	0.014
11540112092013	14.3	4.62947493127174	0.086
11550112092013	0	4.62930344746153	0.168
11560112092013	14.3	4.65091040754842	0.14
11570112092013	14.3	4.63030785263563	0.207
11580212092013	0	4.62825004691307	0.178
11590112092013	16.7	4.63111627631235	0.175
12000112092013	14.3	4.63092029481497	0.254
12010112092013	20	4.70767154872908	0.196
12020112092013	14.3	4.63040584338433	0.357
12030112092013	14.3	4.61631967325965	0.228
12040112092013	14.3	4.63143474624561	0.201
12050112092013	0	4.61671163625442	0.116
12060112092013	16.7	4.61541325883423	0.159
12070112092013	33.3	4.63461944557814	0.128
12080112092013	14.3	4.61744656686962	0.18
12090112092013	0	4.61874494428981	0.124
12100112092013	14.3	4.63204718842494	0.135
12110112092013	0	4.61725058537224	0.105
12120112092013	16.7	4.61754455761832	0.123
12130112092013	0	4.61886743272568	0.122
12140112092013	14.3	4.61531526808554	0.141
12150112092013	14.3	4.61502129583946	0.164
12160112092013	25	4.61906341422306	0.238
12170112092013	14.3	4.61624618019813	0.221
12180112092013	0	4.6174710645568	0.31
12190112092013	33.4	4.63469293863966	0.026
12200112092013	14.3	4.61666264088007	0.202
12210112092013	16.7	4.61830398592069	0.122
12220112092013	14.3	4.61940638184349	0.154
12230112092013	14.3	4.63216967686081	0.174
12240112092013	16.7	4.61933288878197	0.22
12250112092013	16.7	4.63307609128622	0.116
12260112092013	16.7	4.63148374161995	0.184
12270112092013	16.7	4.63194919767625	0.221
12280112092013	14.3	4.63611380449572	0.117
12290112092013	14.3	4.64093984886887	0.176
12300112092013	14.3	4.68349233148898	0.328
12310112092013	14.3	4.68493769503221	0.145
12320112092013	0	4.66771582094934	0.548
12330112092013	25	4.66744634639044	0.123
12340112092013	14.3	4.66688289958545	0.168
12350112092013	25	4.65171883122514	0.244
12360112092013	28.6	4.68300237774552	0.047
12370112092013	0	4.66335523263249	0.133
12380112092013	0	4.65458506062443	0.092
12390112092013	0	4.65438907912704	0.068
12400112092013	16.7	4.65759827614675	0.068
12410212092013	14.3	4.65345816701445	0.087
12420112092013	14.3	4.65289472020946	0.131
12430112092013	14.3	4.67041056653841	0.121
12440112092013	0	4.66592748978569	0.099
12450112092013	50	4.65549147504984	0.062
12460112092013	0	4.66644194121633	0.1
12470112092013	14.3	4.65536898661397	0.201
12480112092013	42.9	4.75828377042923	0.38
12490112092013	0	4.66494758229875	0.145
12500112092013	16.7	4.6661969643446	0.097
12510112092013	14.3	4.66509456842179	0.131
12520112092013	0	4.66678490883676	0.063
12530212092013	16.7	4.66511906610897	0.159
12540112092013	16.7	4.65678985247003	0.137
12550112092013	14.3	4.6546095583116	0.089
12560112092013	0	4.65316419476837	0.277
12570112092013	16.7	4.65603042416765	0.14
12580112092013	14.3	4.66676041114958	0.113
12590112092013	0	4.66298776732489	0.163
13000112092013	42.9	4.68011165065906	0.101
13010112092013	28.6	4.66636844815481	0.187
13020112092013	0	4.68459472741179	0.066
13030112092013	0	4.66938166367713	0.094
13040112092013	0	4.67016558966668	0.194
13050112092013	0	4.67070453878449	0.198
13060112092013	0	4.65343366932728	0.086
13070112092013	14.3	4.71680918604475	0.069
13080112092013	0	4.71732363747539	0.091
13090112092013	25	4.71840153571101	0.215
13100112092013	14.3	4.71541281787586	0.103
13110112092013	14.3	4.71362448671221	0.146
13120212092013	14.3	4.71511884562978	0.124
13130112092013	14.3	4.72560385573998	0.156
13140112092013	14.3	4.75990061778267	0.233
13150112092013	0	4.71695617216779	0.109
13160112092013	28.6	4.73626034966039	0.147
13170112092013	14.3	4.73189976134353	0.1
13180112092013	0	4.71558430168608	0.113
13190112092013	33.3	4.74098840328485	0.123
13200112092013	0	4.71810756346493	0.141
13210112092013	14.3	4.76352627548433	0.492
13220112092013	14.3	4.77668153349642	0.435
13230112092013	16.7	4.71903847557752	0.144
13240212092013	25	4.71832804264949	0.205
13250112092013	25	4.7253098834939	0.087
13260112092013	0	4.7364318334706	0.085
13270112092013	16.7	4.71641722304997	3.238
13280112092013	14.3	4.71494736181957	0.049
13290112092013	0	4.71688267910627	3.375
13300112092013	33.4	4.73329612951241	0.047
13310112092013	28.6	4.73339412026111	0.042
13320112092013	16.7	4.71886699176731	3.362
13330112092013	42.9	4.78008671201352	0.084
13340112092013	16.7	4.71766660509581	3.456
13350112092013	14.3	4.71631923230128	3.386
13360112092013	14.3	4.71771560047016	3.391
13370112092013	0	4.71847502877253	0.512
13380112092013	0	4.71646621842432	0.094
13390112092013	0	4.65629989872656	0.164
13400112092013	12.5	4.69921984665428	0.389
13410112092013	0	4.65306620401968	0.519
13420112092013	16.7	4.6535071623888	0.084
13430112092013	0	4.65517300511659	0.106
13440112092013	14.3	4.65345816701445	0.113
13450112092013	0	4.6572798062135	0.056
13460112092013	0	4.74142936165397	1.019
13470112092013	20	4.7163927253628	0.077
13480112092013	16.7	4.71886699176731	0.668
13490112092013	42.9	4.80764661008354	1.081
13500112092013	33.4	4.73890609987511	0.08
13510112092013	14.3	4.69569217970131	0.719
13520112092013	0	4.65791674608	0.747
13530112092013	0	4.656079419542	0.77
13540112092013	16.7	4.65438907912704	0.794
13550212092013	0	4.65487903287051	0.798
13560112092013	0	4.65632439641373	0.135
13570112092013	0	4.65473204674747	0.132
13580112092013	0	4.65698583396741	0.199
13590112092013	14.3	4.65769626689544	0.129
14000112092013	14.3	4.65850469057216	0.932
14010112092013	16.7	4.65799023914152	0.129
14020112092013	0	4.65946010037192	0.154
14030112092013	14.3	4.65458506062443	0.973
14040112092013	16.7	4.65647138253677	0.077
14050112092013	14.3	4.65492802824485	1.001
14060112092013	33.3	4.6720764092662	0.062
14070112092013	0	4.65201280347122	0.999
14080112092013	14.3	4.65470754906029	1.016
14090112092013	33.4	4.66796079782108	0.124
14100112092013	14.3	4.65509951205507	1.051
14110112092013	0	4.65404611150661	1.086
14120112092013	14.3	4.65772076458262	1.128
14130112092013	14.3	4.65747578771088	0.104
14140112092013	14.3	4.65669186172133	0.133
14150112092013	0	4.65453606525008	0.092
14160112092013	0	4.65750028539806	0.066
14170112092013	0	4.65759827614675	0.073
14180112092013	0	4.6575492807724	0.099
14190112092013	0	4.65713282009045	1.215
14200112092013	14.3	4.6557119542344	0.062
14210112092013	28.6	4.65593243341896	0.057
14220112092013	0	4.65505051668072	1.275
14230112092013	37.5	4.6686712307491	0.037
14240112092013	28.6	4.65419309762965	1.298
14250112092013	14.3	4.65338467395293	1.31
14260212092013	16.7	4.65473204674747	1.299
14270112092013	0	4.65289472020946	1.324
14280112092013	14.3	4.66360020950422	0.031
14290112092013	0	4.65456056293725	1.359
14300112092013	0	4.65453606525008	0.109
14310112092013	0	4.65338467395293	0.171
14320112092013	14.3	4.65485453518333	0.084
14330112092013	14.3	4.65411960456813	0.124
14340112092013	0	4.51558518360282	0.135
14350112092013	14.3	4.51862289681231	0.162
14360112092013	16.7	4.51409082468524	1.496
14370112092013	16.7	4.51683456564866	0.071
14380112092013	14.3	4.51502173679783	1.537
14390112092013	14.3	4.51580566278738	1.543
14400112092013	33.4	4.59951425985873	0.051
14410112092013	0	4.51619762578215	1.554
14420112092013	37.5	4.53988688927878	0.074
14430112092013	0	4.51715303558191	1.658
14440112092013	28.6	4.51565867666434	1.685
14450112092013	14.3	4.51639360727954	0.051
14460112092013	14.3	4.51448278768002	0.247
14470112092013	0	4.5154136997926	0.151
14480112092013	0	4.51482575530044	0.084
14490112092013	16.7	4.516883561023	0.091
14500112092013	0	4.51413982005959	1.742
14510112092013	16.7	4.51644260265388	0.086
14520112092013	0	4.51676107258714	0.094
14530112092013	0	4.51854940375079	0.1
14540112092013	37.5	4.52812799943557	0.053
14550112092013	0	4.51313541488548	1.792
14560112092013	28.6	4.53111671727072	0.042
14570112092013	0	4.51585465816172	1.854
14580112092013	16.7	4.51538920210543	1.88
14590112092013	40	4.53680018069494	0.025
15000112092013	14.3	4.51453178305436	1.886
15010112092013	16.7	4.51911285055578	1.921
15020112092013	14.3	4.51470326686458	1.944
15030112092013	14.3	4.51801045463298	0.113
15040112092013	14.3	4.51872088756101	0.049
15050112092013	0	4.51308641951113	0.156
15060112092013	0	4.51759399395103	0.167
15070112092013	14.3	4.51742251014082	0.129
15080112092013	16.7	4.51399283393655	0.119
15090112092013	14.3	4.51524221598239	2.08
15100112092013	0	4.51565867666434	0.043
15110112092013	16.7	4.5184514130021	0.077
15120112092013	16.7	4.51328240100852	2.165
15130112092013	28.6	4.53033279128118	0.132
15140112092013	14.3	4.51783897082276	2.167
15150112092013	40	4.56051394187875	0.058
15160112092013	16.7	4.51330689869569	2.274
15170112092013	25	4.51952931123773	2.208
15180112092013	0	4.51952931123773	0.078
15190112092013	16.7	4.5180839476945	2.27
15200112092013	0	4.51352737788025	0.263
15210112092013	0	4.51497274142348	0.115
15220112092013	0	4.51389484318785	0.185
15230112092013	0	4.51585465816172	0.135
15240112092013	14.3	4.51607513734628	0.117
15250112092013	0	4.51367436400329	0.14
15260112092013	0	4.52097467478095	0.109
15270112092013	0	4.51876988293535	0.109
15280112092013	25	4.51600164428476	2.392
15290112092013	20	4.53128820108094	0.174
15300112092013	33.4	4.53109221958355	0.074
15310112092013	16.7	4.51406632699807	2.449
15320112092013	28.6	4.54108727595028	0.102
15330112092013	14.3	4.51438479693132	2.493
15340112092013	25	4.51286594032657	2.495
15350212092013	28.6	4.51083263229119	0.089
15360112092013	14.3	4.51502173679783	0.253
15370112092013	16.7	4.5191863436173	0.042
15380112092013	14.3	4.51560968128999	0.128
15390112092013	16.7	4.51896586443274	0.191
15400112092013	0	4.5158791558489	0.1
15410112092013	14.3	4.51710404020756	0.101
15420112092013	16.7	4.51943132048903	0.096
15430112092013	0	4.51607513734628	0.074
15440112092013	14.3	4.51644260265388	0.026
15450112092013	14.3	4.51781447313559	2.694
15460112092013	37.5	4.53158217332702	0.074
15470112092013	0	4.51534020673108	2.704
15480112092013	20	4.5340809374187	0.075
15490112092013	50	4.57283627852694	0.044
15500112092013	0	4.51717753326908	2.806
15510112092013	33.3	4.5250657885389	0.043
15520112092013	0	4.51717753326908	2.912
15530112092013	0	4.51658958877692	2.83
15540112092013	0	4.51737351476647	0.057
15550112092013	0	4.51656509108975	0.214
15560112092013	16.7	4.51737351476647	0.102
15570112092013	16.7	4.51580566278738	0.117
15580112092013	14.3	4.51730002170495	0.083
15590112092013	0	4.51387034550068	0.13
16000112092013	14.3	4.52097467478095	0.222
16010112092013	14.3	4.51756949626386	0.064
16020112092013	16.7	4.51663858415127	0.094
16030112092013	37.5	4.5288384323636	0.091
16040112092013	14.3	4.51516872292087	3.027
16050112092013	33.3	4.53449739810065	0.038
16060112092013	16.7	4.51509522985935	3.065
16070112092013	14.3	4.51852490606362	3.047
16080112092013	33.4	4.52834847862013	0.093
16090112092013	16.7	4.51695705408452	3.137
16100112092013	14.3	4.52131764240138	0.045
16110112092013	0	4.51862289681231	0.14
16120112092013	16.7	4.5165160957154	0.125
16130112092013	14.3	4.51867189218666	0.079
16140112092013	0	4.5144092946185	0.087
16150112092013	14.3	4.51928433436599	0.088
16160112092013	0	4.51350288019308	0.11
16170112092013	0	4.51428680618263	0.076
16180112092013	0	4.51837791994058	3.276
16190112092013	14.3	4.51737351476647	0.099
16200112092013	33.4	4.5254332538465	0.065
16210112092013	33.4	4.52727058038451	0.057
16220112092013	42.9	4.52896092079947	0.132
16230112092013	0	4.51360087094177	3.363
16240112092013	25	4.56161633780155	0.055
16250112092013	0	4.51597714659759	3.388
16260112092013	14.3	4.51205751664985	3.427
16270112092013	14.3	4.52046022335031	0.056
16280112092013	0	4.51374785706482	3.431
16290112092013	0	4.51534020673108	0.106
16300112092013	0	4.51570767203868	0.093
16310112092013	14.3	4.51590365353607	0.107
16320112092013	0	4.51717753326908	0.088
16330112092013	0	4.51609963503346	0.09
16340112092013	14.3	4.51411532237241	0.118
16350112092013	16.7	4.51242498195745	0.142
16360112092013	0	4.51901485980709	0.064
16370112092013	0	4.51418881543394	3.686
16380112092013	33.4	4.53116571264507	0.148
16390112092013	42.9	4.5295733629788	0.068
16400112092013	0	4.51345388481873	3.664
16410112092013	40	4.55774570322816	0.104
16420112092013	14.3	4.51585465816172	3.714
16430112092013	16.7	4.52376741111872	0.085
16440212092013	0	4.51639360727954	3.717
16450112092013	0	4.51534020673108	3.778
16460112092013	16.7	4.51683456564866	0.074
16470112092013	0	4.51563417897716	0.113
16480112092013	25	4.52075419559639	0.148
16490112092013	14.3	4.51480125761327	0.102
16500112092013	20	4.77192898218479	0.143
16510112092013	0	4.51453178305436	0.089
16520112092013	14.3	4.54157722969375	0.204
16530112092013	14.3	4.51516872292087	0.055
16540112092013	28.6	4.52952436760445	0.158
16550112092013	37.5	4.53008781440944	0.084
16560112092013	0	4.51433580155697	3.928
16570112092013	40	4.56815722027683	0.069
16580112092013	40	4.57678040616185	0.068
16590112092013	0	4.51622212346932	3.974
17000112092013	28.6	4.52450234173392	0.07
17010112092013	16.7	4.51622212346932	4.025
17020112092013	16.7	4.5183534222534	2.739
17030212092013	0	4.51840241762775	0.291
17040112092013	14.3	4.51908835286861	0.093
17050112092013	0	4.51908835286861	0.117
17060112092013	0	4.51519322060804	0.093
17070112092013	14.3	4.51678557027431	0.159
17080112092013	14.3	4.51595264891042	0.083
17090112092013	0	4.51884337599687	0.085
17100112092013	0	4.51617312809498	0.077
17110112092013	0	4.52861795317904	0.065
17120112092013	33.3	4.53204762938331	0.045
17130112092013	0	4.5183534222534	4.255
17140112092013	33.3	4.60323790830908	0.085
17150112092013	14.3	4.51801045463298	4.281
17160112092013	42.9	4.54098928520158	0.104
17170112092013	0	4.52386540186741	0.09
17180112092013	16.7	4.51298842876244	4.291
17190112092013	14.3	4.51663858415127	0.058
17200112092013	16.7	4.51102861378857	0.085
17210112092013	14.3	4.51492374604914	0.088
17220112092013	0	4.51791246388428	0.07
17230112092013	0	4.51249847501897	0.126
17240112092013	14.3	4.51240048427028	0.117
17250112092013	0	4.51364986631612	0.126
17260112092013	0	4.51259646576767	0.079
17270112092013	16.7	4.51208201433703	0.067
17280112092013	42.9	4.52744206419472	0.068
17290112092013	33.3	4.52746656188189	0.031
17300112092013	33.3	4.52856895780469	0.029
17310112092013	33.4	4.53052877277856	0.031
17320112092013	0	4.51328240100852	4.53
17330112092013	33.3	4.54804461910751	0.072
17340112092013	0	4.5110041161014	4.544
17350112092013	14.3	4.51215550739855	4.563
17360112092013	0	4.5135763732546	0.013
17370112092013	0	4.51178804209095	0.06
17380112092013	14.3	4.51480125761327	0.061
17390112092013	25	4.51291493570092	0.058
17400112092013	0	4.5124739773318	0.07
17410112092013	0	4.51482575530044	0.046
17420112092013	14.3	4.51418881543394	0.061
17430112092013	0	4.51237598658311	0.066
17440112092013	0	4.51428680618263	0.025
17450112092013	0	4.51178804209095	0.053
17460112092013	14.3	4.51382135012634	4.762
17470112092013	33.4	4.52893642311229	0.034
17480112092013	40	4.53047977740422	0.054
17490112092013	20	4.5563248373721	0.014
17500112092013	42.9	4.528470967056	0.023
17510112092013	14.3	4.513208907947	4.853
17520112092013	14.3	4.52014175341706	0.027
17530212092013	16.7	4.51477675992609	1.805
17540112092013	0	4.51676107258714	0.079
17550112092013	14.3	4.51712853789474	0.036
17560112092013	0	4.51607513734628	0.074
17570112092013	0	4.51303742413679	0.092
17580112092013	16.7	4.51298842876244	0.058
17590112092013	14.3	4.51296393107527	0.056
18000112092013	14.3	4.51600164428476	0.042
18010112092013	14.3	4.51269445651636	0.036
18020112092013	0	4.51413982005959	0.053
18030112092013	42.9	4.52619268214888	0.053
18040112092013	33.3	4.52714809194864	0.022
18050112092013	0	4.51208201433703	5.068
18060112092013	20	4.5953986484136	0.178
18070112092013	25	4.55747622866925	0.06
18080112092013	0	4.51257196808049	5.14
18090112092013	0	4.51629561653084	0.028
18100112092013	0	4.51093062303988	5.164
18110112092013	14.3	4.51477675992609	0.03
18120212092013	14.3	4.50909329650188	0.074
18130112092013	14.3	4.51340488944439	0.102
18140112092013	14.3	4.51472776455175	0.014
18150112092013	16.7	4.51445828999284	0.07
18160112092013	0	4.51364986631612	0.104
18170112092013	25	4.51558518360282	0.078
18180112092013	0	4.5121065120242	0.068
18190112092013	0	4.51360087094177	0.059
18200112092013	33.3	4.526633640518	0.028
18210112092013	42.9	4.52731957575885	0.044
18220112092013	33.3	4.53175365713723	0.01
18230112092013	42.9	4.60108211183782	0.03
18240212092013	14.3	4.51480125761327	5.388
18250112092013	33.3	4.53523232871585	0.019
18260112092013	0	4.51869638987383	0.023
18270112092013	0	4.51078363691684	5.468
18280112092013	14.3	4.51399283393655	0.07
18290112092013	16.7	4.51220450277289	0.07
18300112092013	0	4.51396833624938	0.08
18310212092013	14.3	4.51205751664985	0.073
18320112092013	16.7	4.51470326686458	0.068
18330112092013	14.3	4.51693255639735	0.042
18340112092013	0	4.51355187556743	0.067
18350112092013	14.3	4.51502173679783	0.07
18360112092013	16.7	4.51450728536719	0.095
18370112092013	42.9	4.52739306882037	0.029
18380112092013	20	4.52896092079947	0.037
18390112092013	42.9	4.52891192542512	0.021
18400112092013	28.6	4.60037167890979	0.037
18410112092013	0	4.51318441025983	5.692
18420112092013	37.5	4.52570272840541	0.045
18430112092013	14.3	4.51227799583441	5.748
18440112092013	16.7	4.5177164823869	0.018
18450112092013	14.3	4.51516872292087	0.044
18460112092013	0	4.51078363691684	0.068
18470112092013	0	4.51585465816172	0.028
18480112092013	14.3	4.51502173679783	0.07
18490112092013	14.3	4.5169815517717	0.071
18500212092013	14.3	4.51448278768002	0.102
18510112092013	0	4.51433580155697	0.087
18520112092013	14.3	4.51482575530044	0.1
18530112092013	14.3	4.51411532237241	0.05
18540112092013	33.4	4.52844646936883	0.036
18550112092013	33.4	4.52798101331253	0.025
18560112092013	33.4	4.52947537223011	0.038
18570112092013	50	4.60132708870955	0.054
18580112092013	25	4.54309608629849	0.066
18590112092013	14.3	4.52854446011752	0.043
19000112092013	14.3	4.5173490170793	6.037
19010112092013	0	4.51526671366956	0.069
19020112092013	0	4.51276794957788	0.107
19030112092013	28.6	4.51311091719831	0.106
19040112092013	0	4.5157811651002	0.03
19050112092013	0	4.51641810496671	0.071
19060112092013	0	4.51416431774676	0.057
19070112092013	0	4.5140418293109	0.113
19080112092013	14.3	4.51389484318785	0.098
19090112092013	0	4.51553618822847	0.045
19100112092013	0	4.51509522985935	0.02
19110112092013	16.7	4.52795651562536	0.01
19120112092013	42.9	4.52913240460968	0.019
19130112092013	25	4.5304062843427	0.02
19140112092013	16.7	4.51318441025983	6.265
19150112092013	33.4	4.55747622866925	0.03
19160112092013	14.3	4.52237104294984	0.017
19170112092013	28.6	4.52335095043677	0.016
19180112092013	0	4.5177164823869	0.018
19190112092013	0	4.51222900046007	6.348
19200112092013	16.7	4.51450728536719	0.024
19210212092013	14.3	4.51783897082276	0.057
19220112092013	0	4.5158791558489	0.076
19230112092013	0	4.51707954252039	0.037
19240112092013	14.3	4.51524221598239	0.067
19250112092013	14.3	4.51438479693132	0.054
19260112092013	0	4.51519322060804	0.05
19270112092013	0	4.51176354440377	0.029
19280112092013	0	4.51482575530044	0.029
19290112092013	28.6	4.52881393467643	0.04
19300112092013	33.4	4.52761354800493	0.024
19310112092013	33.3	4.5984363616231	0.02
19320112092013	40	4.55512445070061	0.04
19330112092013	0	4.51156756290639	6.619
19340112092013	0	4.51752050088951	0.033
19350112092013	16.7	4.5202887395401	0.079
19360112092013	0	4.51426230849546	0.08
19370112092013	16.7	4.51605063965911	0.041
19380112092013	0	4.51521771829522	0.103
19390112092013	14.3	4.51818193844319	0.065
19400112092013	14.3	4.51801045463298	0.034
19410112092013	14.3	4.51507073217218	0.091
19420112092013	25	4.5166140864641	0.042
19430112092013	14.3	4.51318441025983	0.085
19440112092013	0	4.51891686905839	0.063
19450112092013	0	4.51636910959236	0.037
19460112092013	28.6	4.52795651562536	0.069
19470112092013	42.9	4.52986733522488	0.05
19480112092013	33.3	4.52842197168165	0.029
19490112092013	40	4.58515861517514	0.022
19500112092013	33.4	4.54679523706167	0.026
19510112092013	33.3	4.52195458226789	0.061
19520212092013	0	4.51502173679783	6.934
19530112092013	16.7	4.51641810496671	0.028
19540112092013	14.3	4.51629561653084	0.04
19550112092013	14.3	4.51445828999284	0.077
19560112092013	14.3	4.51649159802823	0.069
19570112092013	14.3	4.51595264891042	0.07
19580112092013	14.3	4.51315991257265	0.069
19590112092013	0	4.51703054714604	0.029
20000112092013	0	4.51293943338809	0.073
20010112092013	0	4.51531570904391	0.066
20020112092013	0	4.51487475067479	0.023
20030112092013	28.6	4.52780952950232	0.055
20040112092013	33.3	4.53160667101419	0.038
20050112092013	33.4	4.53278255999851	0.025
20060112092013	33.3	4.60223350313497	0.087
20070112092013	33.3	4.56171432855024	0.037
20080112092013	28.6	4.53562429171062	0.066
20090112092013	0	4.51291493570092	7.253
20100112092013	0	4.52119515396551	0.071
20110212092013	14.3	4.51497274142348	4.179
20120112092013	0	4.51974979042229	0.055
20130112092013	14.3	4.51774098007407	0.089
20140112092013	14.3	4.51436029924415	0.116
20150112092013	16.7	4.51749600320234	0.052
20160112092013	14.3	4.51595264891042	0.139
20170112092013	0	4.51271895420353	0.094
20180112092013	0	4.51818193844319	0.048
20190112092013	0	4.51418881543394	0.057
20200112092013	40	4.5172510263306	0.048
20210112092013	42.9	4.53062676352726	0.043
20220112092013	33.3	4.52932838610707	0.049
20230112092013	50	4.60000421360219	0.08
20240112092013	42.9	4.57423264669583	0.054
20250112092013	33.4	4.54233665799612	0.055
20260112092013	14.3	4.52313047125221	0.06
20270112092013	14.3	4.51859839912514	0.079
20280112092013	14.3	4.51240048427028	7.591
20290112092013	0	4.51497274142348	0.087
20300212092013	14.3	4.51595264891042	0.085
20310112092013	0	4.51433580155697	0.078
20320112092013	0	4.51600164428476	0.033
20330112092013	0	4.51355187556743	0.063
20340112092013	0	4.51519322060804	0.025
20350112092013	0	4.51465427149023	0.038
20360112092013	16.7	4.52631517058474	0.032
20370112092013	16.7	4.51805945000732	0.027
20380112092013	42.9	4.528470967056	0.052
20390112092013	33.3	4.52959786066597	0.05
20400112092013	33.4	4.6006411534687	0.039
20410112092013	28.6	4.52629067289757	0.021
20420112092013	28.6	4.51862289681231	7.809
20430112092013	14.3	4.52117065627834	0.05
20440112092013	16.7	4.52092567940661	0.03
20450112092013	14.3	4.51480125761327	0.022
20460112092013	16.7	4.51847591068927	0.025
20470112092013	14.3	4.51627111884367	0.071
20480112092013	14.3	4.51634461190519	0.028
20490212092013	0	4.51423781080828	0.094
20500112092013	14.3	4.51583016047455	0.084
20510112092013	14.3	4.5172510263306	0.022
20520112092013	25	4.51930883205317	0.06
20530112092013	16.7	4.5188188783097	0.032
